모집구분,관리소명,모집공고명,모집공고일,당첨자발표일,문의전화,전용면적,모집호수, 계약금 , 잔금 , 월임대료 
임대상가,마산중리1관리소,마산중리1 임대상가 입점자 모집공고(201~207호 총7호) ,2020-09-17,2020-09-24,055-231-0561,44.63,1,2358000 ,9435000 ,327600 
임대상가,마산중리1관리소,마산중리1 임대상가 입점자 모집공고(201~207호 총7호) ,2020-09-17,2020-09-24,055-231-0561,25.88,1,1320000 ,5282000 ,183400 
임대상가,마산중리1관리소,마산중리1 임대상가 입점자 모집공고(201~207호 총7호) ,2020-09-17,2020-09-24,055-231-0561,14.17,1,722000 ,2892000 ,100400 
임대상가,마산중리1관리소,마산중리1 임대상가 입점자 모집공고(201~207호 총7호) ,2020-09-17,2020-09-24,055-231-0561,29.62,1,1509000 ,6036000 ,209600 
임대상가,마산중리1관리소,마산중리1 임대상가 입점자 모집공고(201~207호 총7호) ,2020-09-17,2020-09-24,055-231-0561,27.3,1,1414000 ,5660000 ,196500 
임대상가,마산중리1관리소,마산중리1 임대상가 입점자 모집공고(201~207호 총7호) ,2020-09-17,2020-09-24,055-231-0561,18.9,1,1005000 ,4024000 ,139700 
임대상가,마산중리1관리소,마산중리1 임대상가 입점자 모집공고(201~207호 총7호) ,2020-09-17,2020-09-24,055-231-0561,16,1,801000 ,3205000 ,111300 
임대상가,부산금곡2관리소,[부산금곡2] 영구임대상가 입점자 모집공고,2020-09-22,2020-10-05,051-361-2010,23.4,1,1180000 ,4724000 ,246000 
임대상가,부산금곡2관리소,[부산금곡2] 영구임대상가 입점자 모집공고,2020-09-22,2020-10-05,051-361-2010,31.92,1,1521000 ,6087000 ,317000 
임대상가,부산금곡2관리소,[부산금곡2] 영구임대상가 입점자 모집공고,2020-09-22,2020-10-05,051-361-2010,21.46,1,1022000 ,4090000 ,213000 
임대상가,원주명륜2관리소,원주명륜2 임대상가 예비입점자 모집공고(201호),2020-09-23,2020-10-06,033-761-1136,28.19,1,872000 ,3488000 ,110000 
임대상가,순천조례5관리소,순천조례5 임대상가 입점자 모집공고,2020-09-23,2020-10-08,061-721-1643,401.5,1,2298000 ,9195000 ,478900 
